"Product SKU","Product Name","Price","Quantity","size","tcs","tip","marka","god","baltika","naznachenie","primmenenie"
"3548","3548","","1","74*98*12","13845","TCR","","","","",""
"3547","3547","","3","76*102*9.5/19.5","07618","TXAY","","","","",""
"3546","3546","","6","70*94*8/10","22846","TA","","","","",""
"3545","3545","","4","53*69.85*11","","TCYR","","","","",""
"3544","3544","","1","60*74*10/8","25978","TBL","","","","",""
"8008","RK8008","1320","57","CHEVROLET LACETTI","","2003-2014","CHEVROLET LACETTI","2003-2014","СОСТАВ: 
ЛЕВЫЙ:      F-00661 	25*42.5*12.5   
ПРАВЫЙ:    F-00406 	25*35*4/6.5
НИЗ:             F-00101 	27*37*3.5/7
ВЕРХ:            F-00186 	20*40*6
РЕЗИНКА:    39*3, 25*2.5 - 2шт.","",""
"3543","3543","","1","60*74*7.5","19268","TXMR9","","","","",""
"3542","3542","","1","55*79*15.7","","VBJ5","","","","",""
"3541","3541","","1","60*114*12.5/29","09639","TCY","","","","",""
"3540","3540","","18","16*44*5.5/12","24120","TC4S","","","","",""
"3539","3539","","18","20*43*8","23761","TGR","","","","",""
"3538","3538","","17","17*27*6","03913","SC","","","","",""
"3537","3537","","18","20*45*8","06014","TC","","","","",""
"3536","3536","","3","19*40*10","09798","TC","","","","",""
"3535","3535","","3","49.5*62.5*8/13","12639","KB9","","","","",""
"3534","3534","","3","48*65*10","22206","TBGRY","","","","",""
"3533","3533","","16","19*46*17","11733","TC","","","","",""
"3532","3532","","3","48*60*7","23574","TCR9","","","","",""
"3531","3531","","0","48*72*8","03080","TC","","","","",""
"3530","3530","","3","51*66*7.5/11","23603","TZ9","","","","",""
"3529","3529","","8","51*70*11","02439","TCR","","","","",""
"3528","3528","","5","40*56*9/15","20572","TC9W7","","","","",""
"3527","3527","","6","35*54*10/15","19774","TBG9W3","","","","",""
"3526","3526","","2","37*50.5*7","20128","TCR","","","","",""
"3525","3525","","1","36*52*9","03433","SB","","","","",""
"3524","3524","","3","36*54*7.5","23810","TGW","","","","",""
"3523","3523","","11","38*49.2*9","06110","TB","","","","",""
"3522","3522","","3","38*50*8","27043","TCR","","","","",""
"3521","3521","","1","38*50.3*10.2","09131","TBY","","","","",""
"3520","3520","","4","38*74*11/18","12092","TB9","","","","",""
"3519","3519","","3","38*52*6","03406","KM","","","","",""
"3518","3518","","18","45*75*12.5/17","22224","AJ2","","","","",""
"3517","3517","","24","44*60*7","15345","TCR","","","","",""
"3516","3516","","3","42*72*5*12","05349","TBR","","","","",""
"3515","3515","","3","42*75*10","03293","TC","","","","",""
"3514","3514","","3","42*76*12/21","05350","TXC9","","","","",""
"3513","3513","","11","42.88*65.04*9.5/12.5","08748","TBH","","","","",""
"3512","3512","","15","42*52*8","","TGR","","","","",""
"3511","3511","","18","42*58*8","13771","TGR","","","","",""
"3510","3510","","3","42*53*7","19638","TGR","","","","",""
"3509","3509","","4","42*54*6","25383","TGR","","","","",""
"3508","3508","","2","42*55*10","29222","TBCL","","","","",""
"3507","3507","","5","42*56*7","22597","TGR","","","","",""
"3506","3506","","3","42*56/63*7","","SBYL","","","","",""
"3505","3505","","18","40*70*12.5/20","25448","AO","","","","",""
"3504","3504","","18","40*58*10","03860","TC","","","","",""
"3503","3503","","18","40*58*8","08582","TCR","","","","",""
"3502","3502","","15","41*58*10","","TGL","","","","",""
"8007","RK8007","1340","0","FORD EXPLORER","","1994-2003","FORD EXPLORER","1994-2003","СОСТАВ: 
ВЕРХ:    F-00720 	   20.6*41.2*6.3
НИЗ:      F-00196  	25*34*7
ЛЕВЫЙ: F-00289 	31*43.5*6.5
ПРАВЫЙ: F-00290 	31*43.7/48*4.5/8.5
РЕЗИНКА:  21*2.5 - 1шт., 31*2.5 - 2шт.","Ремкомплект рулевой рейки.",""
"1179","F-00030","120","18","19.05*34.6*4.4/5.9","P05389","1РМ","","","","",""
"1178","F-00065","160","129","27*37*3.5/7","P02467","0M","","","","",""
"","RK8000","","","","","","","","СОСТАВ: 
ВЕРХ: 
НИЗ: 
ЛЕВЫЙ: 
ПРАВЫЙ: 
РЕЗИНКИ:","",""
"8006","RK8006","1300","43","OPEL ZAFIRA","","1998-2005","OPEL ZAFIRA","1998-2005","СОСТАВ: 
ВЕРХ: 19*34.6*6.2/9.2   F-00011
НИЗ: 23.3*29.8*4.5   F-01065
ЛЕВЫЙ: 25*37.54*7   F-00243M.
ПРАВЫЙ: 25*37.54*7   F-00243M.
РЕЗИНКА: 39*3 - 1шт., 25*2.5 - 2шт.

","Ремкомплект рулевой рейки. 
",""
"8005","RK8005","1320","32","FORD TRANSIT","","2000-2006","FORD TRANSIT","2000-2006","СОСТАВ: 
ВЕРХ:           F-00037 	 19*34.6*6.2/9.2 	
НИЗ:             F-00758 	23.3*29.8*4.5
ЛЕВЫЙ:       F-00417 	 30*42.5*7
ПРАВЫЙ:     F-00417 	 30*42.5*7
РЕЗИНКА:    43*3.5 - 1шт.,  30*2.5 - 2шт.","",""
"3501","3501","","1","40*58*10","03860","TC","","","","",""
"3500","3500","","3","35*47*7","03559","SC","","","","",""
"3499","3499","","3","35*47*7","15124","TGR","","","","",""
"3498","3498","","3","35*48*7","13057","TGR","","","","",""
"3497","3497","","3","35*48/55*12/15","19641","TBCJ2YL9","","","","",""
"3496","3496","","3","35*49*6","12887","TCR","","","","",""
"3495","3495","","4","35*50*8","13051","TGR","","","","",""
"3494","3494","","3","35*50*9/15","24490","TCL","","","","",""
"3493","3493","","3","35*50*9/15","24491","TCR","","","","",""
"3492","3492","","3","35*52*8","08482","TGR","","","","",""
"3491","3491","","3","35*52*8","03509","TC","","","","",""
"3490","3490","","3","35*54*8","09751","TCL","","","","",""
"3489","3489","","1","35*55*9/10.5","24221","TCJ2","","","","",""
"3488","3488","","1","37*57*11","18469","TC","","","","",""
"3487","3487","","3","37*66*10","18940","TC","","","","",""
"3486","3486","","18","40*56*8/11.5","13364","TC9L","","","","",""
"3485","3485","","1","40*58*11","","P/0","","","","",""
"3484","3484","","3","35*76*10/14","12350","TCY","","","","",""
"3483","3483","","3","35.8*68*12","22503","TBGR","","","","",""
"3482","3482","","3","36*48*8/9.5","10961","TC4","","","","",""
"3481","3481","","3","36*49*6","","TCR9","","","","",""
"3480","3480","","3","36*50*7","02585","TB-H","","","","",""
"3479","3479","","1","36*50*7","17220","TGR-BI","","","","",""
"3478","3478","","3","36*56*10/13.5","25851","TBG9L","","","","",""
"3477","3477","","3","36*58*15","11281","TGWY","","","","",""
"3476","3476","","3","36.5*50*7","15159","TCR","","","","",""
"3475","3475","","3","36.5*50.5*7","","TZN1","","","","",""
"3474","3474","","3","37*49*8/9.5","10967","TC4","","","","",""
"3473","3473","","3","35*56*8/11.5","26868","TC9L9","","","","",""
"3472","3472","","3","35*56*9/15","23925A","TC9W14","","","","",""
"3471","3471","","1","35*56*10","03524","TC","","","","",""
"3470","3470","","18","37*50*6","22800","TCR9","","","","",""
"3469","3469","","3","37*76*10/11","13417","TG2W4","","","","",""
"3468","3468","","18","38*47.8*3/9.5","24873","TC4S","","","","",""
"3467","3467","","3","38*44*18","06196","SCY","","","","",""
"3466","3466","","18","38*58*9.5/19","13008","AP","","","","",""
"3465","3465","","3","38*55*7","01296","TC","","","","",""
"3464","3464","","3","38*58*8.5","38*58*8.5","TC10R9","","","","",""
"3463","3463","","18","39.5*53*8","24733","TCR9","","","","",""
"3462","3462","440","17","39*59*17/22.5","26961","DGA5L","","","","",""
"3461","3461","","12","38.5*48*7","","SC4","","","","",""
"3460","3460","","18","38.5*58*11","03419","TCR","","","","",""
"3459","3459","","3","39*51.8*8/9.5","","TC4","","","","",""
"3458","3458","","2","39.6*52*10","14596","TCL","","","","",""
"3457","3457","","5","40*49.6*5.5","23882","VC","","","","",""
"3456","3456","","3","40*52*7","13490","TCR","","","","",""
"3455","3455","","3","38*74*11","03436","TB","","","","",""
"3454","3454","","1","24*36*7","U7148","UNP","","","","",""
"3453","3453","","1","32*45*6","14108","TCR","","","","",""
"3452","3452","","1","17*30*6","24485","TCL9","","","","",""
"3451","3451","","1","25*42*7","25949","TGR","","","","",""
"3450","3450","","3","38*55*7","23680","TGR","","","","",""
"3449","3449","","6","","","","","","","",""
"3448","3448","","3","","","","","","","",""
"3447","3447","","8","","","","","","","",""
"3446","3446","","18","","","","","","","",""
"3445","3445","","1","","","","","","","",""
"3444","3444","","1","","","","","","","",""
"3443","3443","","1","","","","","","","",""
"3442","3442","","1","","","","","","","",""
"3441","3441","","1","","","","","","","",""
"3440","3440","","3","","","","","","","",""
"3439","3439","","3","41*50.8*6.5","10108","TM","","","","",""
"3438","3438","","3","19*46*17","11733","TC","","","","",""
"3437","3437","","3","40*62*8","","TCR","","","","",""
"3436","3436","","2","40*65*10","03486","SC","","","","",""
"3435","3435","","21","40*66.1*8/11.5","23584","TC9R9","","","","",""
"3434","3434","","18","40*64*8","26686","TGL","","","","",""
"3433","3433","","3","40*62*8","03962","TC","","","","",""
"3432","3432","","3","43*62*12/8","13945","TBCW8","","","","",""
"3431","3431","","3","43*60*8","11527","TCR","","","","",""
"3430","3430","","3","41.3*54*13/14","","TC4A1","","","","",""
"3429","3429","","3","105*120*11","10229","TCL","","","","",""
"3428","3428","","1","105*130*12","14877","TCL","","","","",""
"3427","3427","","1","105*135*13","07473","SC","","","","",""
"3426","3426","","3","52*65*7.5/12","23424","TZ9","","","","",""
"3425","3425","","1","52*66*7","24756","TCR12","","","","",""
"3424","3424","","5","52*68*7.5/12.1","06555","TB9","","","","",""
"3423","3423","","3","52*70*8","15253","TB-H","","","","",""
"3422","3422","","3","52*75*10","01507","SC","","","","",""
"3421","3421","","3","52*63*8","07571","TB","","","","",""
"3420","3420","","3","54*66*7.5/10","07755","TZ9","","","","",""
"3419","3419","","3","55*72*9/15","12591","TB9L","","","","",""
"3418","3418","","1","55*72*8","01151","TC","","","","",""
"3417","3417","","3","55*70*8","02402","TC","","","","",""
"3416","3416","","3","55*68*8/10","02821","TC","","","","",""
"3415","3415","","1","54*76*8/11","23599","TB9","","","","",""
"3414","3414","","1","54*70*10","23799","TGR","","","","",""
"3413","3413","","1","58*82*10","18639","TC","","","","",""
"3412","3412","","1","58*80*8","24496","TCR","","","","",""
"3411","3411","","2","60*72*8","","WD","","","","",""
"3410","3410","","1","60*86*7/12","11812","TB9","","","","",""
"3409","3409","","1","60*80*10","04060","SC","","","","",""
"3408","3408","","1","65*100*10","03072","SC","","","","",""
"3407","3407","","1","60.32*79.37*9.52","21504","TCR","","","","",""
"3406","3406","","1","62*80*10","11497","SC","","","","",""
"3405","3405","","1","62*80*11/12","17749","TGL","","","","",""
"3404","3404","","1","62*85*12.5","16806","TCR1","","","","",""
"3403","3403","","2","70*92*8.5","01960","TCL","","","","",""
"3402","3402","","1","70*95*10","02918","SC","","","","",""
"3401","3401","","1","70*100*10","04202","TC","","","","",""
"3400","3400","","1","75*95*10","02982","TC","","","","",""
"3399","3399","","1","75*100*10","03867","SC","","","","",""
"3398","3398","","1","76*93*10","03980","TCL","","","","",""
"3397","3397","","1","76*98*12","09750","TFR","","","","",""
"3396","3396","","1","70*90*7","","","","","","",""
"3395","3395","","1","80*110*12","18903","TBYL-H","","","","",""
"3394","3394","","1","","","","","","","",""
"3393","3393","","1","","03354","SB","","","","",""
"3392","3392","","1","75*93*9","13351","TCL","","","","",""
"3391","3391","","1","63*74*7","","R","","","","",""
"3390","3390","220","1","63*80*12","","WD","","","","",""
"3389","3389","240","1","63*90*7/8.5","26909","TB9","","","","",""
"3388","3388","240","1","55*90*10","03591","TC","","","","",""
"3387","3387","220","6","56*73*8/12.5","46033","TBY","","","","",""
"3386","3386","240","2","56*73/88*14/21.5","14640","TB9JY","","","","",""
"3385","3385","220","3","56*75*8/12.5","08747","TB9","","","","",""
"3384","3384","220","1","56*76/80*6.3/12","10805","TXBJY","","","","",""
"3383","3383","220","1","57*75*7.5/11.5","12068","TCHA9","","","","",""
"3382","3382","260","1","72*94*8","12766","TM","","","","",""
"3381","3381","340","1","85*110*12","03336","SC","","","","",""
"3380","3380","340","1","85*114.5*15","18823","TCR1","","","","",""
"3379","3379","260","1","86*100*10","11294
","TCL","","","","",""
"3378","3378","340","1","86*103*10","15389","TCL","","","","",""
"3377","3377","340","1","95*120*12","18566","DMN1-H","","","","",""
"3376","3376","340","1","96*113/146*16","08585","TBLY","","","","",""
"3375","3375","260","1","80*100*10","13323","TCR","","","","",""
"3374","3374","260","1","80*100*10","07311","TBL","","","","",""
"3373","3373","340","1","100*120*12","07315","TCL","","","","",""
"3372","3372","340","1","100*130*13","03805","TC","","","","",""
"3371","3371","340","1","90*115*13","07314","TCL","","","","",""
"3370","3370","260","1","83*100*9","24021","TCL9","","","","",""
"3369","3369","340","1","84*104*11","07611","TCL","","","","",""
"3368","3368","340","1","91*111*9","14290","TCL","","","","",""
"3367","3367","340","1","92*110*9","14190","TBCL","","","","",""
"3366","3366","340","1","92*120*12","10855","TC","","","","",""
"3365","3365","340","1","93*108*7","23731","TGL","","","","",""
"3364","3364","220","1","","52.38*76.2*9.52","TC","","","","",""
"3363","3363","340","1","95*115*12.5","12335","TGL","","","","",""
"3362","3362","340","1","89*105*10","23564","TC10L9","","","","",""
"3361","3361","340","1","101.57*125*13","24499","TCL","","","","",""
"3360","3360","120","7","20*30*7","24502","TCR","","","","",""
"3359","3359","120","1","18*30*6","22497","SCN1-PL","","","","",""
"3358","3358","140","3","18*34*10/15","08491","DCY","","","","",""
"3357","3357","","18","18*31*7.1","","ME9","","","","",""
"3356","3356","140","2","18*32*10/15","01142","DCY","","","","",""
"3355","3355","120","29","17*30*6","24485","TCL9","","","","",""
"3354","3354","140","2","18*33*6","22802","TCL9","","","","",""
"3353","3353","140","3","19.5*31.77*6.35/6.85","23126","TCN11","","","","",""
"3352","3352","140","32","20*32*5","14557","TCR","","","","",""
"3351","3351","120","20","20*26*4","12069","TC","","","","",""
"3350","3350","140","16","17.5*34*8","23643","TGR","","","","",""
"3349","3349","140","2","17*40*10","06164","TC","","","","",""
"3348","3348","120","1","17.5*25.5*4/6.5","11387","TCNY","","","","",""
"3347","3347","140","3","17*40*7","02593","TC","","","","",""
"3346","3346","120","16","15*25.5*4.6","24368","SC","","","","",""
"3345","3345","120","2","15*24*7","08466","TG","","","","",""
"3344","3344","120","5","15*24*5","05926","TC","","","","",""
"3343","3343","120","17","15*23*4/7","U2885","WPM","","","","",""
"3342","3342","120","15","15*22*4","12002","SC","","","","",""
"3341","3341","120","3","14*25*7","01768","TC","","","","",""
"3340","3340","120","7","14*26*7","05166","TC","","","","",""
"3339","3339","120","3","13*28*7","05757","TC","","","","",""
"3338","3338","120","2","13*26*7","04486","TC","","","","",""
"3337","3337","140","16","17.5*31*6","14574","TGL","","","","",""
"3336","3336","120","3","14*24*5","05313","SC","","","","",""
"3335","3335","120","1","14*18*3","05904","VG1","","","","",""
"3334","3334","140","3","15*32*7","02507","SC","","","","",""
"3333","3333","140","3","15*35*7","02519","TC","","","","",""
"3332","3332","140","2","15*40*10","03121","TC","","","","",""
"3331","3331","120","2","15*26*7","02497","TC","","","","",""
"3330","3330","120","0","15*28*4","09658","SC","","","","",""
"3329","3329","120","3","15*30*4.5","07888","TC","","","","",""
"3328","3328","120","12","15*28*6","23807","TGR","","","","",""
"3326","3326","120","3","15*30*7","03306","SC","","","","",""
"3325","3325","120","17","20*28*4","20138","SC","","","","",""
"3324","3324","120","3","20*28*6","02304","SC","","","","",""
"3323","3323","160","18","20*41.5*5.3/13.5","23192","DC4S","","","","",""
"3322","3322","120","3","10*18*4","10676","TC","","","","",""
"3321","3321","120","0","12.5*22.5*6","20319","TC","","","","",""
"3320","3320","120","0","10*22*6/6.5","20488","TCNY","","","","",""
"3319","3319","120","1","10*24*8","15738","TC4","","","","",""
"3318","3318","120","3","11*17*4","23541","TG","","","","",""
"3317","3317","120","1","11*22*7","12959","TF","","","","",""
"3316","3316","120","3","12*20*5","06512","TC","","","","",""
"3315","3315","120","16","10*21*7.3","22373","TG","","","","",""
"3314","3314","","3","12*25*5","06479","SF","","","","",""
"3313","3313","120","3","12*24*7","01833","TC","","","","",""
"3312","3312","120","1","12*26*7","02251","TC","","","","",""
"3311","3311","120","1","12*28*7","03821","TC","","","","",""
"3310","3310","140","1","12*37*7","18580","TC","","","","",""
"3309","3309","140","1","12*32*7","01874","TC","","","","",""
"3308","3308","140","3","20*38*10/15","","TCYL","","","","",""
"3307","3307","140","18","20*40*7","23767","TGR","","","","",""
"3306","3306","140","1","20*39.62*6.35","28960","TC4P","","","","",""
"3305","3305","140","3","14*26/31*12.3","","WD","","","","",""
"3304","3304","120","1","14*28*7","22558","TCN1","","","","",""
"3303","3303","140","1","14*35*10","10071","TC","","","","",""
"3302","3302","160","9","15*41.5*3.3","17060","VGY","","","","",""
"3301","3301","120","17","16*21.5*2.2/3.3","18934","VMY","","","","",""
"3300","3300","120","17","","","","","","","",""
"3299","3299","120","17","16*24*5","24429","TG","","","","",""
"3298","3298","120","16","16*25*7","05946","SC","","","","",""
"3297","3297","120","17","16*26*7","03966","TC","","","","",""
"3296","3296","140","2","18*40*10","04748","TC","","","","",""
"3295","3295","140","15","16*33*11","15511","SC","","","","",""
"3294","3294","140","2","16*35*10","01886","SC","","","","",""
"3293","3293","120","17","18.9*30*5","03808","TCL","","","","",""
"3292","3292","140","15","16*36*6.5","20467","SZR","","","","",""
"3291","3291","140","1","16*32*7","12981","TF","","","","",""
"3290","3290","140","1","16*40*10","26519","TC","","","","",""
"3289","3289","140","17","16*39.8*2/2.5","26323","VC-1","","","","",""
"3288","3288","120","5","16*28*7","02264","TC","","","","",""
"3287","3287","120","25","16*28*7","27300","TG","","","","",""
"3286","3286","120","3","16*28*15.2","24015","TZ5","","","","",""
"3285","3285","140","17","16*28.5/35*7/9","08623","KCJY","","","","",""
"3284","3284","120","16","16*28.5*7","21367","TC","","","","",""
"3283","3283","160","5","20*42*5","17823","TC","","","","",""
"3282","3282","160","17","20*41*4.1/9.6","27602","TC4S","","","","",""
"3281","3281","180","18","44*60*10","20477","SCR","","","","",""
"3280","3280","180","18","44.7*54*5/8.5","18900","VM9Y","","","","",""
"3279","3279","200","3","44.45*60.3*10","10790","TGR","","","","",""
"3278","3278","200","17","42*66*7","26670","PA8R2","","","","",""
"3277","3277","200","3","42*62*7","02962","SC","","","","",""
"3276","3276","200","3","42*62*8","12677","SCR","","","","",""
"3275","3275","200","3","42*65*9/15","26846","TC9W","","","","",""
"3274","3274","200","3","42*65*10","26842","TCR","","","","",""
"3273","3273","120","17","16*27*8","19709","VAY","","","","",""
"3272","3272","200","3","42*68*10/15.5","23452","TB9","","","","",""
"3271","3271","340","1","100*124*12","13550","TBJYL","","","","",""
"3270","3270","120","1","15*25*7","","TB","","","","",""
"3269","3269","140","18","15*36.5/46*7/9","11274","VMY","","","","",""
"3268","3268","120","0","14.5*30*9.5/11","18303","VGAY","","","","",""
"3266","3266","120","1","10*20*9.5","14129","TC4","","","","",""
"3267","3267","160","1","31.5*42*7","21672","TBGR","","","","",""
"3265","3265","180","18","30*52*8/12.5","27531","TGH9R","","","","",""
"3264","3264","160","3","31.75*44.45*6.35/6.8","27137","TCN11","","","","",""
"3263","3263","160","3","31.7*42*7/9","24886","TC4","","","","",""
"3262","3262","160","3","30.98*47.62*9.5/11.9","05121","TCY","","","","",""
"3261","3261","180","2","30.7*51*9.5","","WD","","","","",""
"3260","3260","160","18","30.5*41*4/4.5","14982","VCY","","","","",""
"3259","3259","160","17","30*48*7","10993","SGR","","","","",""
"3258","3258","200","3","30*62*7","03588","SC","","","","",""
"3257","3257","180","3","30*55*7","02666","SC","","","","",""
"3256","3256","200","4","30*61.8*5","14793","VBY","","","","",""
"3255","3255","160","17","30*45*8","09224","TCR","","","","",""
"3254","3254","160","3","30*47*10","24889","TCN1","","","","",""
"3253","3253","160","3","30*50*8","03581","TC","","","","",""
"3252","3252","220","3","30*72*10","02006","TC","","","","",""
"3251","3251","160","3","30*47*7","26612","SC","","","","",""
"3250","3250","160","3","31*43*8.5","","DC4","","","","",""
"3249","3249","160","3","30*50*8.6/14.2","08467","DBY","","","","",""
"3248","3248","160","3","32*44.5*8","26257","SC","","","","",""
"3247","3247","160","3","32*43*12.5","10966","TC4","","","","",""
"3246","3246","160","9","32*40*5","08310","TC","","","","",""
"3245","3245","160","14","32*42*7","03573","TC","","","","",""
"3244","3244","160","3","31.8*42*7","","TC4","","","","",""
"3243","3243","160","9","30*47*7","32000","TG-PL","","","","",""
"3242","3242","160","18","29*41*11","24741","DC4","","","","",""
"3241","3241","180","1","28*56*8","13387","DCY","","","","",""
"3240","3240","160","3","28*47*5.5","25395","TGR-B1","","","","",""
"3239","3239","160","3","28*47*10","03166","TC","","","","",""
"3238","3238","160","3","28*50*10","02305","TC","","","","",""
"3237","3237","180","3","28*52*9/11.5","14174","TXC9Y","","","","",""
"3236","3236","200","3","51*65*7","26185","TGR","","","","",""
"3235","3235","180","3","32*52*10","03527","SC","","","","",""
"3234","3234","180","3","32*52*10.5/15.5","24849","DC9","","","","",""
"3233","3233","160","3","32*46*7","24487","TCR","","","","",""
"3232","3232","160","34","32*45*6","14108","TCR","","","","",""
"3231","3231","180","3","32*52*10","03517","TC","","","","",""
"3230","3230","180","3","32*52*7","20530","SCL1","","","","",""
"3229","3229","180","2","33*54*9/15","14628","TCY","","","","",""
"3228","3228","160","17","33*50*10/12","20999","TBL","","","","",""
"3227","3227","160","3","33*47*7","12179","TCR","","","","",""
"3226","3226","180","10","32*55*9/10","12582","TCN1","","","","",""
"3225","3225","140","3","33*40*6.5","17604","SCY","","","","",""
